Book,Approx. Words,Keeping Commandments/Obedience,Faith,Grace,Holy Spirit,Demons,Belief in Jesus for Salvation
Matthew,23000,52.2,86.9,21.7,43.5,13.0,34.8
Mark,15000,53.3,100.0,20.0,46.7,33.3,40.0
Luke,25000,60.0,100.0,28.0,48.0,16.0,40.0
John,19000,52.6,94.7,31.6,78.9,10.5,63.2
Acts,24000,83.3,125.0,41.7,104.2,25.0,62.5
Romans,9500,84.2,210.5,157.9,105.3,10.5,105.3
1 Corinthians,9800,71.4,183.7,122.4,142.9,20.4,81.6
2 Corinthians,6000,83.3,200.0,166.7,133.3,16.7,83.3
Galatians,3000,100.0,333.3,266.7,133.3,0.0,133.3
Ephesians,3200,125.0,250.0,218.8,187.5,0.0,93.8
Philippians,2200,90.9,227.3,181.8,136.4,0.0,90.9
Colossians,2000,100.0,200.0,150.0,100.0,0.0,100.0
1 Thessalonians,2000,100.0,300.0,200.0,150.0,0.0,150.0
2 Thessalonians,1200,83.3,250.0,166.7,166.7,0.0,166.7
1 Timothy,2300,130.4,217.4,130.4,173.9,0.0,87.0
2 Timothy,1800,111.1,222.2,111.1,166.7,0.0,111.1
Titus,1000,100.0,200.0,200.0,100.0,0.0,100.0
Philemon,500,0.0,200.0,200.0,0.0,0.0,0.0
Hebrews,7000,85.7,171.4,71.4,100.0,0.0,71.4
James,2500,200.0,240.0,80.0,80.0,0.0,0.0
1 Peter,2300,130.4,217.4,173.9,130.4,0.0,130.4
2 Peter,1500,133.3,200.0,66.7,133.3,0.0,66.7
1 John,2500,160.0,200.0,80.0,160.0,0.0,160.0
2 John,300,333.3,0.0,0.0,
1 (333.3)
0 (0.0)
1 (333.3)
3 John
300
0 (0.0)
0 (0.0)
0 (0.0)
0 (0.0)
0 (0.0)
0 (0.0)
Jude
600
1 (166.7)
1 (166.7)
0 (0.0)
1 (166.7)
0 (0.0)
1 (166.7)
Revelation
12,000
10 (83.3)
15 (125.0)
5 (41.7)
12 (100.0)
2 (16.7)
8 (66.7)
Total NT
138,020
157 (113.8)
257 (186.2)
119 (86.2)
147 (106.5)
26 (18.8)
115 (83.3)

